2021-11-27 01:09:41.271 +08:00 [INF] Starting default Dispatcher
2021-11-27 01:09:41.341 +08:00 [INF] Starting the processing server.
2021-11-27 01:09:41.342 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Volo.Abp.Identity.IdentityRoleEto.Deleted
2021-11-27 01:09:41.343 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Volo.Abp.Identity.IdentityRoleNameChangedEto
2021-11-27 01:09:41.344 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Lion.AbpPro.NotificationManagement.Notifications.DistributedEvents.CreatedNotificationDistributedEvent
2021-11-27 01:09:41.353 +08:00 [INF] ### CAP started!
2021-11-27 01:09:41.358 +08:00 [INF] Loaded ABP modules:
2021-11-27 01:09:41.359 +08:00 [INF] - Lion.AbpPro.AbpProHttpApiHostModule
2021-11-27 01:09:41.360 +08:00 [INF]   - Lion.AbpPro.AbpProHttpApiModule
2021-11-27 01:09:41.369 +08:00 [INF]                 - Volo.Abp.MultiTenancy.AbpMultiTenancyModule
2021-11-27 01:09:41.370 +08:00 [INF]                   - Volo.Abp.Data.AbpDataModule
2021-11-27 01:09:41.370 +08:00 [INF]                     - Volo.Abp.ObjectExtending.AbpObjectExtendingModule
2021-11-27 01:09:41.371 +08:00 [INF]                     - Volo.Abp.Uow.AbpUnitOfWorkModule
2021-11-27 01:09:41.372 +08:00 [INF]                     - Volo.Abp.EventBus.Abstractions.AbpEventBusAbstractionsModule
2021-11-27 01:09:41.372 +08:00 [INF]         - Volo.Abp.Identity.AbpIdentityDomainSharedModule
2021-11-27 01:09:41.373 +08:00 [INF]           - Volo.Abp.Users.AbpUsersDomainSharedModule
2021-11-27 01:09:41.374 +08:00 [INF]           - Volo.Abp.Features.AbpFeaturesModule
2021-11-27 01:09:41.374 +08:00 [INF]             - Volo.Abp.Authorization.AbpAuthorizationAbstractionsModule
2021-11-27 01:09:41.375 +08:00 [INF]         - Volo.Abp.IdentityServer.AbpIdentityServerDomainSharedModule
2021-11-27 01:09:41.378 +08:00 [INF]         - Volo.Abp.PermissionManagement.AbpPermissionManagementDomainSharedModule
2021-11-27 01:09:41.380 +08:00 [INF]         - Volo.Abp.SettingManagement.AbpSettingManagementDomainSharedModule
2021-11-27 01:09:41.381 +08:00 [INF]         - Volo.Abp.TenantManagement.AbpTenantManagementDomainSharedModule
2021-11-27 01:09:41.382 +08:00 [INF]       - Volo.Abp.Account.AbpAccountApplicationContractsModule
2021-11-27 01:09:41.385 +08:00 [INF]         - Volo.Abp.Identity.AbpIdentityApplicationContractsModule
2021-11-27 01:09:41.386 +08:00 [INF]           - Volo.Abp.Users.AbpUsersAbstractionModule
2021-11-27 01:09:41.386 +08:00 [INF]             - Volo.Abp.EventBus.AbpEventBusModule
2021-11-27 01:09:41.387 +08:00 [INF]               - Volo.Abp.Json.AbpJsonModule
2021-11-27 01:09:41.388 +08:00 [INF]                 - Volo.Abp.Timing.AbpTimingModule
2021-11-27 01:09:41.389 +08:00 [INF]               - Volo.Abp.Guids.AbpGuidsModule
2021-11-27 01:09:41.390 +08:00 [INF]               - Volo.Abp.BackgroundWorkers.AbpBackgroundWorkersModule
2021-11-27 01:09:41.391 +08:00 [INF]                 - Volo.Abp.Threading.AbpThreadingModule
2021-11-27 01:09:41.391 +08:00 [INF]               - Volo.Abp.DistributedLocking.AbpDistributedLockingAbstractionsModule
2021-11-27 01:09:41.394 +08:00 [INF]           - Volo.Abp.Authorization.AbpAuthorizationModule
2021-11-27 01:09:41.395 +08:00 [INF]           - Volo.Abp.PermissionManagement.AbpPermissionManagementApplicationContractsModule
2021-11-27 01:09:41.396 +08:00 [INF]             - Volo.Abp.Application.AbpDddApplicationContractsModule
2021-11-27 01:09:41.396 +08:00 [INF]               - Volo.Abp.Auditing.AbpAuditingContractsModule
2021-11-27 01:09:41.397 +08:00 [INF]       - Volo.Abp.FeatureManagement.AbpFeatureManagementApplicationContractsModule
2021-11-27 01:09:41.398 +08:00 [INF]       - Volo.Abp.SettingManagement.AbpSettingManagementApplicationContractsModule
2021-11-27 01:09:41.398 +08:00 [INF]       - Volo.Abp.TenantManagement.AbpTenantManagementApplicationContractsModule
2021-11-27 01:09:41.399 +08:00 [INF]       - Lion.AbpPro.DataDictionaryManagement.DataDictionaryManagementApplicationContractsModule
2021-11-27 01:09:41.400 +08:00 [INF]         - Lion.AbpPro.DataDictionaryManagement.DataDictionaryManagementDomainSharedModule
2021-11-27 01:09:41.400 +08:00 [INF]     - Volo.Abp.Account.AbpAccountHttpApiModule
2021-11-27 01:09:41.401 +08:00 [INF]       - Volo.Abp.Identity.AbpIdentityHttpApiModule
2021-11-27 01:09:41.402 +08:00 [INF]         - Volo.Abp.AspNetCore.Mvc.AbpAspNetCoreMvcModule
2021-11-27 01:09:41.403 +08:00 [INF]           - Volo.Abp.AspNetCore.AbpAspNetCoreModule
2021-11-27 01:09:41.403 +08:00 [INF]             - Volo.Abp.Auditing.AbpAuditingModule
2021-11-27 01:09:41.404 +08:00 [INF]             - Volo.Abp.Http.AbpHttpModule
2021-11-27 01:09:41.405 +08:00 [INF]               - Volo.Abp.Http.AbpHttpAbstractionsModule
2021-11-27 01:09:41.405 +08:00 [INF]               - Volo.Abp.Minify.AbpMinifyModule
2021-11-27 01:09:41.406 +08:00 [INF]             - Volo.Abp.ExceptionHandling.AbpExceptionHandlingModule
2021-11-27 01:09:41.407 +08:00 [INF]           - Volo.Abp.ApiVersioning.AbpApiVersioningAbstractionsModule
2021-11-27 01:09:41.407 +08:00 [INF]           - Volo.Abp.AspNetCore.Mvc.AbpAspNetCoreMvcContractsModule
2021-11-27 01:09:41.410 +08:00 [INF]           - Volo.Abp.UI.Navigation.AbpUiNavigationModule
2021-11-27 01:09:41.410 +08:00 [INF]             - Volo.Abp.UI.AbpUiModule
2021-11-27 01:09:41.411 +08:00 [INF]           - Volo.Abp.GlobalFeatures.AbpGlobalFeaturesModule
2021-11-27 01:09:41.412 +08:00 [INF]           - Volo.Abp.Application.AbpDddApplicationModule
2021-11-27 01:09:41.413 +08:00 [INF]             - Volo.Abp.Domain.AbpDddDomainModule
2021-11-27 01:09:41.413 +08:00 [INF]               - Volo.Abp.ObjectMapping.AbpObjectMappingModule
2021-11-27 01:09:41.414 +08:00 [INF]               - Volo.Abp.Specifications.AbpSpecificationsModule
2021-11-27 01:09:41.415 +08:00 [INF]     - Volo.Abp.PermissionManagement.HttpApi.AbpPermissionManagementHttpApiModule
2021-11-27 01:09:41.415 +08:00 [INF]     - Volo.Abp.TenantManagement.AbpTenantManagementHttpApiModule
2021-11-27 01:09:41.416 +08:00 [INF]       - Volo.Abp.FeatureManagement.AbpFeatureManagementHttpApiModule
2021-11-27 01:09:41.417 +08:00 [INF]     - Volo.Abp.SettingManagement.AbpSettingManagementHttpApiModule
2021-11-27 01:09:41.418 +08:00 [INF]     - Lion.AbpPro.DataDictionaryManagement.DataDictionaryManagementHttpApiModule
2021-11-27 01:09:41.419 +08:00 [INF]     - Lion.AbpPro.NotificationManagement.NotificationManagementHttpApiModule
2021-11-27 01:09:41.420 +08:00 [INF]       - Lion.AbpPro.NotificationManagement.NotificationManagementApplicationContractsModule
2021-11-27 01:09:41.421 +08:00 [INF]         - Lion.AbpPro.NotificationManagement.NotificationManagementDomainSharedModule
2021-11-27 01:09:41.421 +08:00 [INF]   - Volo.Abp.Autofac.AbpAutofacModule
2021-11-27 01:09:41.422 +08:00 [INF]     - Volo.Abp.Castle.AbpCastleCoreModule
2021-11-27 01:09:41.423 +08:00 [INF]   - Volo.Abp.Caching.StackExchangeRedis.AbpCachingStackExchangeRedisModule
2021-11-27 01:09:41.424 +08:00 [INF]     - Volo.Abp.Caching.AbpCachingModule
2021-11-27 01:09:41.428 +08:00 [INF]       - Volo.Abp.Serialization.AbpSerializationModule
2021-11-27 01:09:41.429 +08:00 [INF]   - Volo.Abp.AspNetCore.Mvc.UI.MultiTenancy.AbpAspNetCoreMvcUiMultiTenancyModule
2021-11-27 01:09:41.430 +08:00 [INF]     - Volo.Abp.AspNetCore.Mvc.UI.Theme.Shared.AbpAspNetCoreMvcUiThemeSharedModule
2021-11-27 01:09:41.430 +08:00 [INF]       - Volo.Abp.AspNetCore.Mvc.UI.Bootstrap.AbpAspNetCoreMvcUiBootstrapModule
2021-11-27 01:09:41.431 +08:00 [INF]         - Volo.Abp.AspNetCore.Mvc.UI.AbpAspNetCoreMvcUiModule
2021-11-27 01:09:41.432 +08:00 [INF]       - Volo.Abp.AspNetCore.Mvc.UI.Packages.AbpAspNetCoreMvcUiPackagesModule
2021-11-27 01:09:41.432 +08:00 [INF]         - Volo.Abp.AspNetCore.Mvc.UI.Bundling.AbpAspNetCoreMvcUiBundlingAbstractionsModule
2021-11-27 01:09:41.433 +08:00 [INF]       - Volo.Abp.AspNetCore.Mvc.UI.Widgets.AbpAspNetCoreMvcUiWidgetsModule
2021-11-27 01:09:41.434 +08:00 [INF]         - Volo.Abp.AspNetCore.Mvc.UI.Bundling.AbpAspNetCoreMvcUiBundlingModule
2021-11-27 01:09:41.435 +08:00 [INF]     - Volo.Abp.AspNetCore.MultiTenancy.AbpAspNetCoreMultiTenancyModule
2021-11-27 01:09:41.435 +08:00 [INF]   - Lion.AbpPro.AbpProApplicationModule
2021-11-27 01:09:41.436 +08:00 [INF]     - Lion.AbpPro.AbpProDomainModule
2021-11-27 01:09:41.437 +08:00 [INF]       - Volo.Abp.AuditLogging.AbpAuditLoggingDomainModule
2021-11-27 01:09:41.437 +08:00 [INF]       - Volo.Abp.BackgroundJobs.AbpBackgroundJobsDomainModule
2021-11-27 01:09:41.438 +08:00 [INF]         - Volo.Abp.BackgroundJobs.AbpBackgroundJobsModule
2021-11-27 01:09:41.439 +08:00 [INF]           - Volo.Abp.BackgroundJobs.AbpBackgroundJobsAbstractionsModule
2021-11-27 01:09:41.440 +08:00 [INF]         - Volo.Abp.AutoMapper.AbpAutoMapperModule
2021-11-27 01:09:41.443 +08:00 [INF]       - Volo.Abp.FeatureManagement.AbpFeatureManagementDomainModule
2021-11-27 01:09:41.443 +08:00 [INF]       - Volo.Abp.Identity.AbpIdentityDomainModule
2021-11-27 01:09:41.444 +08:00 [INF]         - Volo.Abp.Users.AbpUsersDomainModule
2021-11-27 01:09:41.445 +08:00 [INF]       - Volo.Abp.PermissionManagement.Identity.AbpPermissionManagementDomainIdentityModule
2021-11-27 01:09:41.446 +08:00 [INF]         - Volo.Abp.PermissionManagement.AbpPermissionManagementDomainModule
2021-11-27 01:09:41.447 +08:00 [INF]       - Volo.Abp.IdentityServer.AbpIdentityServerDomainModule
2021-11-27 01:09:41.447 +08:00 [INF]       - Volo.Abp.PermissionManagement.IdentityServer.AbpPermissionManagementDomainIdentityServerModule
2021-11-27 01:09:41.448 +08:00 [INF]       - Volo.Abp.SettingManagement.AbpSettingManagementDomainModule
2021-11-27 01:09:41.449 +08:00 [INF]       - Volo.Abp.TenantManagement.AbpTenantManagementDomainModule
2021-11-27 01:09:41.450 +08:00 [INF]       - Volo.Abp.Emailing.AbpEmailingModule
2021-11-27 01:09:41.450 +08:00 [INF]         - Volo.Abp.TextTemplating.AbpTextTemplatingModule
2021-11-27 01:09:41.451 +08:00 [INF]           - Volo.Abp.TextTemplating.Scriban.AbpTextTemplatingScribanModule
2021-11-27 01:09:41.452 +08:00 [INF]             - Volo.Abp.TextTemplating.AbpTextTemplatingCoreModule
2021-11-27 01:09:41.453 +08:00 [INF]       - Lion.AbpPro.DataDictionaryManagement.DataDictionaryManagementDomainModule
2021-11-27 01:09:41.454 +08:00 [INF]       - Lion.AbpPro.NotificationManagement.NotificationManagementDomainModule
2021-11-27 01:09:41.455 +08:00 [INF]     - Volo.Abp.Account.AbpAccountApplicationModule
2021-11-27 01:09:41.458 +08:00 [INF]       - Volo.Abp.Identity.AbpIdentityApplicationModule
2021-11-27 01:09:41.459 +08:00 [INF]         - Volo.Abp.PermissionManagement.AbpPermissionManagementApplicationModule
2021-11-27 01:09:41.460 +08:00 [INF]     - Volo.Abp.TenantManagement.AbpTenantManagementApplicationModule
2021-11-27 01:09:41.461 +08:00 [INF]     - Volo.Abp.FeatureManagement.AbpFeatureManagementApplicationModule
2021-11-27 01:09:41.463 +08:00 [INF]     - Volo.Abp.SettingManagement.AbpSettingManagementApplicationModule
2021-11-27 01:09:41.464 +08:00 [INF]     - Lion.AbpPro.DataDictionaryManagement.DataDictionaryManagementApplicationModule
2021-11-27 01:09:41.464 +08:00 [INF]     - Lion.AbpPro.NotificationManagement.NotificationManagementApplicationModule
2021-11-27 01:09:41.465 +08:00 [INF]       - Volo.Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule
2021-11-27 01:09:41.467 +08:00 [INF]   - Lion.AbpPro.EntityFrameworkCore.AbpProEntityFrameworkCoreModule
2021-11-27 01:09:41.468 +08:00 [INF]     - Volo.Abp.Identity.EntityFrameworkCore.AbpIdentityEntityFrameworkCoreModule
2021-11-27 01:09:41.469 +08:00 [INF]       - Volo.Abp.Users.EntityFrameworkCore.AbpUsersEntityFrameworkCoreModule
2021-11-27 01:09:41.470 +08:00 [INF]         - Volo.Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule
2021-11-27 01:09:41.474 +08:00 [INF]     - Volo.Abp.IdentityServer.EntityFrameworkCore.AbpIdentityServerEntityFrameworkCoreModule
2021-11-27 01:09:41.475 +08:00 [INF]     - Volo.Abp.PermissionManagement.EntityFrameworkCore.AbpPermissionManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.476 +08:00 [INF]     - Volo.Abp.SettingManagement.EntityFrameworkCore.AbpSettingManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.477 +08:00 [INF]     - Volo.Abp.EntityFrameworkCore.MySQL.AbpEntityFrameworkCoreMySQLModule
2021-11-27 01:09:41.477 +08:00 [INF]     - Volo.Abp.BackgroundJobs.EntityFrameworkCore.AbpBackgroundJobsEntityFrameworkCoreModule
2021-11-27 01:09:41.478 +08:00 [INF]     - Volo.Abp.AuditLogging.EntityFrameworkCore.AbpAuditLoggingEntityFrameworkCoreModule
2021-11-27 01:09:41.479 +08:00 [INF]     - Volo.Abp.TenantManagement.EntityFrameworkCore.AbpTenantManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.480 +08:00 [INF]     - Volo.Abp.FeatureManagement.EntityFrameworkCore.AbpFeatureManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.481 +08:00 [INF]     - Lion.AbpPro.DataDictionaryManagement.EntityFrameworkCore.DataDictionaryManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.481 +08:00 [INF]     - Lion.AbpPro.NotificationManagement.EntityFrameworkCore.NotificationManagementEntityFrameworkCoreModule
2021-11-27 01:09:41.482 +08:00 [INF]   - Volo.Abp.AspNetCore.Serilog.AbpAspNetCoreSerilogModule
2021-11-27 01:09:41.483 +08:00 [INF]   - Volo.Abp.Swashbuckle.AbpSwashbuckleModule
2021-11-27 01:09:41.483 +08:00 [INF]   - Volo.Abp.Account.Web.AbpAccountWebModule
2021-11-27 01:09:41.484 +08:00 [INF]     - Volo.Abp.Identity.AspNetCore.AbpIdentityAspNetCoreModule
2021-11-27 01:09:41.485 +08:00 [INF]   - Volo.Abp.AspNetCore.Authentication.JwtBearer.AbpAspNetCoreAuthenticationJwtBearerModule
2021-11-27 01:09:41.485 +08:00 [INF]   - Volo.Abp.BackgroundJobs.Hangfire.AbpBackgroundJobsHangfireModule
2021-11-27 01:09:41.488 +08:00 [INF]     - Volo.Abp.Hangfire.AbpHangfireModule
2021-11-27 01:09:41.491 +08:00 [INF]   - Lion.AbpPro.CAP.AbpProAbpCapModule
2021-11-27 01:09:41.494 +08:00 [INF]   - Lion.AbpPro.SharedHostingMicroserviceModule
2021-11-27 01:09:41.494 +08:00 [INF]   - Volo.Abp.AspNetCore.Mvc.UI.Theme.Basic.AbpAspNetCoreMvcUiBasicThemeModule
2021-11-27 01:09:41.826 +08:00 [INF] DB tables already exist. Exit install
2021-11-27 01:09:41.841 +08:00 [INF] Starting Hangfire Server using job storage: 'Server: localhost@LionAbpProDB'
2021-11-27 01:09:41.843 +08:00 [INF] Using the following options for SQL Server job storage:
2021-11-27 01:09:41.844 +08:00 [INF]     Queue poll interval: 00:00:15.
2021-11-27 01:09:41.845 +08:00 [INF] Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15
2021-11-27 01:09:41.985 +08:00 [INF] Server szqh003802a:13452:6d16dbad successfully announced in 106.6077 ms
2021-11-27 01:09:41.998 +08:00 [INF] Server szqh003802a:13452:6d16dbad is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, CountersAggregator, Worker, DelayedJobScheduler, RecurringJobScheduler...
2021-11-27 01:09:42.085 +08:00 [INF] Server szqh003802a:13452:6d16dbad all the dispatchers started
2021-11-27 01:09:42.315 +08:00 [INF] Connecting to Redis endpoints: localhost. Using Server Name: SZQH003802A_05859c917dee4aa783c5e2542dd9fdd2
2021-11-27 01:09:42.351 +08:00 [INF] Connected to Redis.
2021-11-27 01:09:42.355 +08:00 [INF] Initialized all ABP modules.
2021-11-27 01:09:42.422 +08:00 [INF] Now listening on: http://localhost:44315
2021-11-27 01:09:42.425 +08:00 [INF] Application started. Press Ctrl+C to shut down.
2021-11-27 01:09:42.425 +08:00 [INF] Hosting environment: Development
2021-11-27 01:09:42.426 +08:00 [INF] Content root path: D:\github\abp-vnext-pro\aspnet-core\services\host\Lion.AbpPro.HttpApi.Host
2021-11-27 01:09:42.492 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - -
2021-11-27 01:09:42.876 +08:00 [INF] CORS policy execution successful.
2021-11-27 01:09:43.192 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/ - -
2021-11-27 01:09:43.588 +08:00 [INF] Failed to validate the token.
Microsoft.IdentityModel.Tokens.SecurityTokenInvalidAudienceException: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
   at Microsoft.IdentityModel.Tokens.Validators.ValidateAudience(IEnumerable`1 audiences, SecurityToken securityToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateAudience(IEnumerable`1 audiences, JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateTokenPayload(JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(String token, TokenValidationParameters validationParameters, SecurityToken& validatedToken)
   at Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler.HandleAuthenticateAsync()
2021-11-27 01:09:43.653 +08:00 [INF] Bearer was not authenticated. Failure message: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
2021-11-27 01:09:43.692 +08:00 [INF] Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user.
2021-11-27 01:09:43.700 +08:00 [INF] AuthenticationScheme: Bearer was challenged.
2021-11-27 01:09:43.760 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - - - 401 0 - 1265.3530ms
2021-11-27 01:09:43.895 +08:00 [INF] Executing endpoint 'Lion.AbpPro.Controllers.HomeController.Index (Lion.AbpPro.HttpApi.Host)'
2021-11-27 01:09:43.914 +08:00 [INF] Route matched with {action = "Index", controller = "Home", area = "", page = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult Index() on controller Lion.AbpPro.Controllers.HomeController (Lion.AbpPro.HttpApi.Host).
2021-11-27 01:09:43.936 +08:00 [INF] Executing action method Lion.AbpPro.Controllers.HomeController.Index (Lion.AbpPro.HttpApi.Host) - Validation state: "Valid"
2021-11-27 01:09:43.942 +08:00 [INF] Executed action method Lion.AbpPro.Controllers.HomeController.Index (Lion.AbpPro.HttpApi.Host), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 0.2928ms.
2021-11-27 01:09:43.949 +08:00 [INF] Executing RedirectResult, redirecting to /Login.
2021-11-27 01:09:43.953 +08:00 [INF] Executed action Lion.AbpPro.Controllers.HomeController.Index (Lion.AbpPro.HttpApi.Host) in 34.7197ms
2021-11-27 01:09:43.954 +08:00 [INF] Executed endpoint 'Lion.AbpPro.Controllers.HomeController.Index (Lion.AbpPro.HttpApi.Host)'
2021-11-27 01:09:43.960 +08:00 [INF] HTTP GET / responded 302 in 66.1961 ms
2021-11-27 01:09:43.964 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/ - - - 302 0 - 771.7718ms
2021-11-27 01:09:43.968 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/Login - -
2021-11-27 01:09:46.909 +08:00 [INF] Executing endpoint '/Login'
2021-11-27 01:09:46.919 +08:00 [INF] Route matched with {page = "/Login", action = "", controller = "", area = ""}. Executing page /Login
2021-11-27 01:09:46.921 +08:00 [INF] Skipping the execution of current filter as its not the most effective filter implementing the policy Microsoft.AspNetCore.Mvc.ViewFeatures.IAntiforgeryPolicy
2021-11-27 01:09:47.598 +08:00 [INF] Executing handler method Lion.AbpPro.Pages.Login.OnGet - ModelState is "Valid"
2021-11-27 01:09:47.599 +08:00 [INF] Executed handler method OnGet, returned result .
2021-11-27 01:09:47.605 +08:00 [INF] Executing an implicit handler method - ModelState is "Valid"
2021-11-27 01:09:47.606 +08:00 [INF] Executed an implicit handler method, returned result Microsoft.AspNetCore.Mvc.RazorPages.PageResult.
2021-11-27 01:09:47.654 +08:00 [INF] Executed page /Login in 733.5131ms
2021-11-27 01:09:47.656 +08:00 [INF] Executed endpoint '/Login'
2021-11-27 01:09:47.657 +08:00 [INF] HTTP GET /Login responded 200 in 748.1964 ms
2021-11-27 01:09:47.661 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/Login - - - 200 - text/html;+charset=utf-8 3692.8198ms
2021-11-27 01:09:47.933 +08:00 [INF] Entity Framework Core 6.0.0 initialized 'BackgroundJobsDbContext' using provider 'Pomelo.EntityFrameworkCore.MySql:6.0.0' with options: QuerySplittingBehavior=SplitQuery ServerVersion 5.7.35-mysql 
2021-11-27 01:09:48.213 +08:00 [INF] Executed DbCommand (8ms) [Parameters=[@__now_0='?' (DbType = DateTime), @__p_1='?' (DbType = Int32)], CommandType='"Text"', CommandTimeout='30']
SELECT `a`.`Id`, `a`.`ConcurrencyStamp`, `a`.`CreationTime`, `a`.`ExtraProperties`, `a`.`IsAbandoned`, `a`.`JobArgs`, `a`.`JobName`, `a`.`LastTryTime`, `a`.`NextTryTime`, `a`.`Priority`, `a`.`TryCount`
FROM `AbpBackgroundJobs` AS `a`
WHERE NOT (`a`.`IsAbandoned`) AND (`a`.`NextTryTime` <= @__now_0)
ORDER BY `a`.`Priority` DESC, `a`.`TryCount`, `a`.`NextTryTime`
LIMIT @__p_1
